Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.9621960774239952	0.9586800965768987	0.9385964912280702	0.9395031917489757	0.9178082191780822	0.9486725663716814	0.8763544817306633	0.9486725663716814
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
1	0.9603786428965924	0.9601281433307891	0.8891547049441786	0.8949882476848581	0.8266871165644172	0.9539823008849557	0.7791800425155633	0.9539823008849557
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
2	0.9653685603092851	0.961469172763409	0.9521531100478469	0.9519991779801431	0.9437609841827768	0.9504424778761061	0.9034228165521277	0.9504424778761061
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
3	0.9618775447294398	0.9545496285135389	0.9401913875598086	0.9377692436132911	0.9520295202952029	0.9132743362831859	0.8787574866124029	0.9132743362831859
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
4	0.9599046970728387	0.9587179344436949	0.9441786283891547	0.944901550278074	0.9259896729776248	0.952212389380531	0.887541412893919	0.952212389380531
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
5	0.9642768151868168	0.9592888700549898	0.9449760765550239	0.9454679733357308	0.9290657439446367	0.9504424778761061	0.8890951085772294	0.9504424778761061
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
6	0.9650204862761217	0.9590929334521334	0.9537480063795853	0.9529727577481794	0.9518716577540107	0.9451327433628318	0.9065230299431674	0.9451327433628318
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
7	0.9646647058067996	0.9614031216437668	0.9505582137161085	0.9502292664757184	0.9435626102292769	0.9469026548672567	0.9001717988028012	0.9469026548672567
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
8	0.9635100247890364	0.9585946427300426	0.9513556618819776	0.9512734885752083	0.9421052631578948	0.9504424778761061	0.9018288222384784	0.9504424778761061
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
9	0.9631658039739522	0.9572510810687858	0.9465709728867624	0.9461230204092117	0.9399293286219081	0.9415929203539823	0.8921039586795326	0.9415929203539823
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
10	0.9623335088688236	0.9562423541125653	0.9385964912280702	0.9359993321088662	0.9518518518518518	0.9097345132743363	0.8754845448566676	0.9097345132743363
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
11	0.9633815841863931	0.9580257001675602	0.9465709728867624	0.9466008194510449	0.9353146853146853	0.9469026548672567	0.8922069491094866	0.9469026548672567
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
12	0.959342127233261	0.9560366112673228	0.9505582137161085	0.9502292664757184	0.9435626102292769	0.9469026548672567	0.9001717988028012	0.9469026548672567
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
13	0.9645118614896542	0.9613316692510913	0.9473684210526315	0.9478043078978127	0.9324090121317158	0.952212389380531	0.8939001971648262	0.952212389380531
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
14	0.961385617221316	0.957071777219483	0.9465709728867624	0.9454859550201009	0.946236559139785	0.9345132743362832	0.8919663315768764	0.9345132743362832
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
15	0.964496448617337	0.961152799761241	0.9497607655502392	0.9495035770707836	0.9419014084507042	0.9469026548672567	0.8985778145227757	0.9469026548672567
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
16	0.9633597492839436	0.9601955574682319	0.9473684210526315	0.9466894434668687	0.9431616341030196	0.9398230088495575	0.8936635479917052	0.9398230088495575
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
17	0.9630579138677319	0.9601470992231823	0.9465709728867624	0.9469193521456003	0.9322916666666666	0.9504424778761061	0.8922755002346352	0.9504424778761061
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
18	0.9613509382586023	0.9567348792649871	0.9409888357256778	0.9416802599637797	0.9225473321858864	0.9486725663716814	0.8811152079164286	0.9486725663716814
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
19	0.9631414002594499	0.9596472293269909	0.9433811802232854	0.9440165945258615	0.9258620689655173	0.9504424778761061	0.8859167382084235	0.9504424778761061
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
20	0.9604672669124164	0.9564816891407861	0.937799043062201	0.9357514417457646	0.9451553930530164	0.9150442477876106	0.8740084859945024	0.9150442477876106
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
21	0.961011855067624	0.9581357804968805	0.9433811802232854	0.9436980618313061	0.9288194444444444	0.9469026548672567	0.8858441868158075	0.9469026548672567
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
22	0.962432408132859	0.9580246033626653	0.9481658692185008	0.9480521982609142	0.9385964912280702	0.9469026548672567	0.8953913679590344	0.9469026548672567
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
