Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.9825706102213031	0.9789233552714387	0.9609250398724083	0.9617336912544794	0.9448275862068966	0.9699115044247788	0.9212664812987712	0.9699115044247788
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
1	0.9832012535802819	0.9812690440262681	0.9585326953748007	0.9589195576505645	0.9460869565217391	0.9628318584070796	0.9163796309357407	0.9628318584070796
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
2	0.9821069396457608	0.9797816246556472	0.956140350877193	0.956423956741205	0.9442508710801394	0.95929203539823	0.9115413127848904	0.95929203539823
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
3	0.9812168462694427	0.9736641296954913	0.9585326953748007	0.9595566230396753	0.9399656946826758	0.9699115044247788	0.9164858696570961	0.9699115044247788
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
4	0.9811320754716981	0.9787950492051053	0.9585326953748007	0.9597158893869531	0.9384615384615385	0.9716814159292035	0.9165123871711158	0.9716814159292035
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
5	0.9812219838935484	0.9649304324278611	0.9577352472089314	0.9588309336347407	0.9383561643835616	0.9699115044247788	0.9148933445678592	0.9699115044247788
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
6	0.9845216229754551	0.9793792857503204	0.9569377990430622	0.9574681788406951	0.9428076256499134	0.9628318584070796	0.9131910704075851	0.9628318584070796
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
7	0.9792735399514493	0.9692883063456157	0.9593301435406698	0.9599637797500546	0.9446366782006921	0.9663716814159292	0.9180268193831695	0.9663716814159292
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
8	0.9828236382085105	0.9746776252302364	0.9593301435406698	0.9601230460973322	0.9431034482758621	0.968141592920354	0.9180528682905578	0.968141592920354
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
9	0.978773906007167	0.9754112289340614	0.9569377990430622	0.9581052442298059	0.9367521367521368	0.9699115044247788	0.9133013251392357	0.9699115044247788
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
10	0.9817601500186238	0.972146466540329	0.9577352472089314	0.9578753355510744	0.9475524475524476	0.95929203539823	0.9147308701910863	0.95929203539823
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
11	0.9830586845113479	0.9794056886513467	0.9569377990430622	0.9577867115352505	0.9397590361445783	0.9663716814159292	0.9132462328038803	0.9663716814159292
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
12	0.9829199686604929	0.9798039050859659	0.9537480063795853	0.954724687568234	0.934819897084048	0.9646017699115044	0.9068496238482996	0.9646017699115044
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
13	0.9819656549828533	0.9760916361159734	0.9553429027113237	0.9563353327253812	0.9365351629502573	0.9663716814159292	0.9100617057845651	0.9663716814159292
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
14	0.9848851098809355	0.9797710389796492	0.956140350877193	0.9565832230884828	0.9427083333333334	0.9610619469026549	0.9115694404911185	0.9610619469026549
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
15	0.9831074919403523	0.9778187948084159	0.9553429027113237	0.955857533683548	0.9410745233968805	0.9610619469026549	0.9099759248671253	0.9610619469026549
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
16	0.9809561118460768	0.9686947979018314	0.9545454545454546	0.9549725779313356	0.9409722222222222	0.95929203539823	0.9083537837817046	0.95929203539823
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
17	0.9810485890799798	0.9745986295501853	0.9577352472089314	0.9581938682456298	0.9444444444444444	0.9628318584070796	0.9147850972005324	0.9628318584070796
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
18	0.9821364809843688	0.9787688689392762	0.9537480063795853	0.9545654212209564	0.9363166953528399	0.9628318584070796	0.9068200278263899	0.9628318584070796
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
19	0.9821364809843688	0.9767269289341579	0.9553429027113237	0.955857533683548	0.9410745233968805	0.9610619469026549	0.9099759248671253	0.9610619469026549
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
20	0.9827093260721579	0.9788696152871935	0.9537480063795853	0.9544061548736786	0.9378238341968912	0.9610619469026549	0.9067904129918263	0.9610619469026549
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
21	0.9787661995710083	0.970137919603653	0.9497607655502392	0.9490257780289506	0.9466192170818505	0.9415929203539823	0.8984808493468244	0.9415929203539823
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
22	0.9792915216358195	0.9707989327484134	0.94896331738437	0.9494149530549597	0.9341421143847487	0.9539823008849557	0.897115342705286	0.9539823008849557
Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
