Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
29	0.8769175317554252	0.8482691719868545	0.8006379585326954	0.798189129151084	0.7989228007181328	0.7632933104631218	0.5981274147607095	0.7632933104631218
30	0.8816006421382795	0.8571114433381078	0.7966507177033493	0.7923262941821556	0.8129770992366412	0.7307032590051458	0.5885583264924845	0.7307032590051458
31	0.8822115937657371	0.8558136417833743	0.8006379585326954	0.7980766527008407	0.8	0.7615780445969125	0.5980367267495981	0.7615780445969125
32	0.885307252430386	0.8592478465731477	0.8070175438596491	0.8034755223125158	0.8175046554934823	0.7530017152658662	0.6101076910031376	0.7530017152658662
33	0.8832341069497665	0.8568556264406302	0.8006379585326954	0.798189129151084	0.7989228007181328	0.7632933104631218	0.5981274147607095	0.7632933104631218
34	0.887329272251804	0.8636907562085425	0.8014354066985646	0.7987093327334589	0.802536231884058	0.7598627787307033	0.5995090154914078	0.7598627787307033
35	0.8916596155861685	0.8705664300232777	0.8110047846889952	0.8073137811770661	0.8239700374531835	0.7547169811320755	0.6180337602850114	0.7547169811320755
36	0.8934669076389403	0.8717525185868154	0.7998405103668261	0.7940696791609256	0.8333333333333334	0.7118353344768439	0.5938165403287624	0.7118353344768439
37	0.8964373084385456	0.8790658548625524	0.8054226475279107	0.8007479683941174	0.8278529980657641	0.7341337907375644	0.6059945040936003	0.7341337907375644
38	0.8978023635392248	0.8772086089186728	0.8118022328548644	0.8071591260579816	0.8355899419729207	0.7409948542024014	0.6189127170741381	0.7409948542024014
39	0.8982036999639563	0.8748010606817651	0.8197767145135566	0.817760031493406	0.8170515097690941	0.7890222984562607	0.6369529070258997	0.7890222984562607
40	0.8970993857252046	0.8678270570792072	0.8181818181818182	0.8173944830301155	0.8034188034188035	0.8061749571183533	0.6346462005566332	0.8061749571183533
41	0.8997093506274396	0.8711634116293098	0.8237639553429027	0.8236228664623344	0.8036912751677853	0.8216123499142367	0.6463007159904535	0.8216123499142367
42	0.9015140863972514	0.8756080389464203	0.8269537480063796	0.8280656862469421	0.7961165048543689	0.8439108061749572	0.6535585244937401	0.8439108061749572
43	0.9020048927255855	0.8786295423276068	0.8277511961722488	0.827123695976155	0.8126064735945485	0.8181818181818182	0.6539531746254814	0.8181818181818182
44	0.9038403038909183	0.8814762761560567	0.828548644338118	0.8278688524590164	0.8139931740614335	0.8181818181818182	0.6555165144061841	0.8181818181818182
45	0.9042876534089312	0.8822514266807695	0.8309409888357256	0.8313415628602762	0.8066115702479338	0.8370497427101201	0.6610473759501837	0.8370497427101201
46	0.9059696875966594	0.8866536437315162	0.8341307814992025	0.8326350420380733	0.8283712784588442	0.8113207547169812	0.6661692242714345	0.8113207547169812
47	0.9070177636102895	0.8874853582250306	0.8277511961722488	0.8263363608244523	0.8202443280977313	0.8061749571183533	0.6534076513807956	0.8061749571183533
48	0.9092136106729926	0.886056749818356	0.8309409888357256	0.8298793690071141	0.8203799654576857	0.8147512864493996	0.6600557009030298	0.8147512864493996
49	0.9090346708657875	0.8883221048072458	0.8309409888357256	0.8308916570593032	0.8107202680067002	0.8301886792452831	0.6607428619556979	0.8301886792452831
50	0.9056399270948099	0.8784568413703487	0.8309409888357256	0.8293169867558979	0.8260105448154658	0.8061749571183533	0.6596727405863633	0.8061749571183533
51	0.9032907030545025	0.8688655027019692	0.8365231259968102	0.8384697578944409	0.7990506329113924	0.8662092624356775	0.6732291171453341	0.8662092624356775
52	0.9084416132190503	0.883533464437035	0.8397129186602871	0.8403256193234542	0.8141447368421053	0.8490566037735849	0.678742674480554	0.8490566037735849
53	0.9071583591730936	0.8754308634507088	0.8325358851674641	0.8331693051767286	0.80623973727422	0.8421955403087479	0.6643956598536462	0.8421955403087479
54	0.9033852855240254	0.8741795145871905	0.8189792663476874	0.8190394511149228	0.7966666666666666	0.8198970840480274	0.6368611602256462	0.8198970840480274
55	0.9041854020905282	0.8808364416270853	0.8277511961722488	0.8274611253268847	0.8094435075885329	0.823327615780446	0.6541864449625032	0.823327615780446
56	0.9064221496805924	0.8805876361686243	0.8269537480063796	0.8261535865928071	0.8133561643835616	0.8147512864493996	0.6522338122416846	0.8147512864493996
57	0.9035923444437912	0.8706529275648629	0.8237639553429027	0.8248601074150099	0.7928802588996764	0.8404802744425386	0.6471725065120578	0.8404802744425386
58	0.9067391287676415	0.8771100229418217	0.8245614035087719	0.8267300284003036	0.7849293563579278	0.8576329331046312	0.6495150786774365	0.8576329331046312
59	0.9046787647018224	0.8725084942875497	0.8269537480063796	0.8290779742991311	0.7877358490566038	0.8593481989708405	0.6542557651991614	0.8593481989708405
60	0.9022694680119531	0.8653341052661735	0.8149920255183413	0.8199252031605883	0.7554585152838428	0.8902229845626072	0.6324522638205621	0.8902229845626072
61	0.9055581260400878	0.8799154016532266	0.8221690590111643	0.8248319883024492	0.7786377708978328	0.8627787307032591	0.6450928381962865	0.8627787307032591
62	0.9053127228759207	0.8761162406115084	0.8261562998405104	0.8293451058684589	0.7786259541984732	0.8747855917667239	0.6533987894340465	0.8747855917667239
63	0.9056744369147709	0.8763357563563867	0.8293460925039873	0.8305261085960127	0.7980613893376414	0.8473413379073756	0.6583863108074047	0.8473413379073756
64	0.9094462324223593	0.8841233374710806	0.8301435406698564	0.829246688974496	0.8178694158075601	0.8164665523156089	0.6585674512781574	0.8164665523156089
65	0.9092468423514736	0.8842580866574721	0.8269537480063796	0.8272783510952394	0.8029801324503312	0.8319039451114922	0.6530142789014504	0.8319039451114922
66	0.9101798856319003	0.8873842488726188	0.8349282296650717	0.8356297275257993	0.8081967213114755	0.8456260720411664	0.6692271032491379	0.8456260720411664
67	0.9047618438980247	0.8722729581759961	0.8213716108452951	0.8249866434215336	0.770739064856712	0.8765008576329331	0.6441769082852604	0.8765008576329331
68	0.9110605251116457	0.886931073688185	0.835725677830941	0.8373871720608498	0.8006379585326954	0.8610634648370498	0.671451355661882	0.8610634648370498
69	0.9155084574621735	0.889014036669325	0.8373205741626795	0.8385400556758429	0.8061389337641357	0.855917667238422	0.6743495673117316	0.855917667238422
70	0.9150764456419209	0.8912855399835462	0.8405103668261563	0.8416331580575317	0.8103727714748784	0.8576329331046312	0.6806633239026303	0.8576329331046312
71	0.9131515645729857	0.887784600994692	0.8341307814992025	0.8384838174507212	0.7777777777777778	0.9005145797598628	0.6700342322785339	0.9005145797598628
72	0.9107167050535159	0.8839438419836606	0.8293460925039873	0.8339004021033096	0.7717231222385862	0.8987993138936535	0.6606670932205747	0.8987993138936535
73	0.9101926670467007	0.8856313982825275	0.8269537480063796	0.8304276917020499	0.7772727272727272	0.8799313893653516	0.6551810654846533	0.8799313893653516
74	0.9133509546438714	0.8913989088960143	0.8309409888357256	0.8349408092680595	0.7772795216741405	0.8919382504288165	0.6634639485337122	0.8919382504288165
75	0.9121737863407576	0.8905521249695967	0.8309409888357256	0.8338160447656272	0.785824345146379	0.8747855917667239	0.6627124794149664	0.8747855917667239
76	0.9099958332587752	0.8865373793289293	0.8405103668261563	0.8423080167589911	0.8044515103338633	0.8679245283018868	0.6810921196184295	0.8679245283018868
77	0.910936545388082	0.8872651638686553	0.8333333333333334	0.836838849365914	0.7833333333333333	0.8867924528301887	0.6678932842686292	0.8867924528301887
78	0.9127860161096951	0.8871288371503541	0.8381180223285486	0.8391727357084611	0.8084415584415584	0.8542024013722127	0.6758369519540552	0.8542024013722127
79	0.9111244321856474	0.8871380086586053	0.835725677830941	0.8380620307623091	0.7949921752738655	0.8713550600343053	0.6718920278313354	0.8713550600343053
80	0.9105684406418315	0.8815137459052396	0.8405103668261563	0.8433203048111801	0.7959814528593508	0.8833619210977701	0.6817331583796309	0.8833619210977701
81	0.9068183735394036	0.8788070894045537	0.8333333333333334	0.8352641790625088	0.7958860759493671	0.8627787307032591	0.6668530999189015	0.8627787307032591
82	0.9101095878504983	0.8810113648287018	0.8245614035087719	0.8283046987037089	0.7729323308270677	0.8816466552315609	0.6506087877183695	0.8816466552315609
83	0.9095280334770816	0.8885743180651581	0.8333333333333334	0.835376655512752	0.7949526813880127	0.8644939965694682	0.6669276148404955	0.8644939965694682
84	0.9142264815576965	0.8916440847813025	0.8373205741626795	0.8403396788797346	0.7910906298003072	0.8833619210977701	0.6755127668480536	0.8833619210977701
85	0.9172812396949844	0.8955388958224624	0.8405103668261563	0.8430953519106936	0.7978227060653188	0.8799313893653516	0.6815909281345138	0.8799313893653516
86	0.9146725529342294	0.8901918985917338	0.8452950558213717	0.845541714703484	0.8236272878535774	0.8490566037735849	0.6896871053739301	0.8490566037735849
87	0.9136334239109595	0.8923170369869011	0.8381180223285486	0.8414222647133256	0.7896341463414634	0.888507718696398	0.6772835029981872	0.888507718696398
88	0.9104508516256682	0.8893142100025048	0.835725677830941	0.8378370778618227	0.7968503937007874	0.8679245283018868	0.6717452685136004	0.8679245283018868
89	0.9135056097629559	0.8909166031533086	0.8452950558213717	0.8427298034474031	0.852994555353902	0.8061749571183533	0.6879356568364612	0.8061749571183533
90	0.9083968782672491	0.8828394431763631	0.8389154704944178	0.8391305570396199	0.8169717138103162	0.8421955403087479	0.6768906973481128	0.8421955403087479
91	0.9086461158558563	0.8856792367111999	0.8460925039872408	0.845162106683913	0.8362068965517241	0.8319039451114922	0.690557227644792	0.8319039451114922
92	0.9094385635734792	0.8889150300957432	0.835725677830941	0.8358125017574445	0.8146911519198664	0.8370497427101201	0.6704185028208942	0.8370497427101201
93	0.9134238087082335	0.8920346605129335	0.8437001594896332	0.8422517785338695	0.8388791593695272	0.8216123499142367	0.6854286921019288	0.8216123499142367
94	0.9129815717561409	0.8932038391343773	0.8460925039872408	0.8460619182858589	0.8271812080536913	0.8456260720411664	0.6911132949599887	0.8456260720411664
95	0.9104086729568269	0.8882508692390989	0.8413078149920256	0.8422658380901499	0.8127035830618893	0.855917667238422	0.6821531650180738	0.855917667238422
96	0.9086461158558563	0.886160138102243	0.8277511961722488	0.8284734133790738	0.8003273322422259	0.8387650085763293	0.654884372810091	0.8387650085763293
97	0.9109160951244015	0.8920393780565578	0.8373205741626795	0.8385400556758429	0.8061389337641357	0.855917667238422	0.6743495673117316	0.855917667238422
98	0.9104201762301474	0.8868182141371552	0.8373205741626795	0.8368529089221944	0.8217317487266553	0.8301886792452831	0.6732514682327817	0.8301886792452831
99	0.9149614129087176	0.896053234102177	0.8421052631578947	0.8395242246154712	0.8493647912885662	0.8027444253859348	0.6815013404825737	0.8027444253859348
100	0.9130493132545827	0.8918498460921848	0.8397129186602871	0.8365014200151843	0.8537037037037037	0.79073756432247	0.6762736288887006	0.79073756432247
101	0.9140692701556521	0.8957702971204301	0.8365231259968102	0.8374574698422518	0.8078175895765473	0.8507718696397941	0.6725698433603273	0.8507718696397941
102	0.91051475869967	0.887181186957194	0.8405103668261563	0.8398335348536401	0.8273504273504273	0.8301886792452831	0.6795142110145905	0.8301886792452831
103	0.9091024123642294	0.8839163883738947	0.8429027113237639	0.8421814807524675	0.8304794520547946	0.8319039451114922	0.6842859954452161	0.8319039451114922
104	0.9137727413322835	0.8952318483034497	0.8437001594896332	0.8445013075387341	0.8166939443535188	0.855917667238422	0.6868395234758233	0.855917667238422
105	0.9094896892326805	0.8856250290604593	0.8405103668261563	0.840733346455586	0.8186356073211315	0.8439108061749572	0.6800897993545671	0.8439108061749572
106	0.9128396980518567	0.894166259477478	0.8405103668261563	0.837359052948289	0.8539741219963032	0.7924528301886793	0.6779206102556858	0.7924528301886793
107	0.9084786793219715	0.8808474460844061	0.8444976076555024	0.8428844585664876	0.8415492957746479	0.8198970840480274	0.6869278652508239	0.8198970840480274
108	0.9108905322948008	0.8896224151861691	0.84688995215311	0.8459072631667744	0.8376511226252159	0.8319039451114922	0.6921259177989704	0.8319039451114922
109	0.9111870611181693	0.8862073464383124	0.8437001594896332	0.8432640665860586	0.8285229202037352	0.8370497427101201	0.6860651361452216	0.8370497427101201
110	0.9130135252931417	0.8970873127053437	0.8389154704944178	0.8380057925371875	0.8278829604130808	0.8250428816466552	0.6761636900576571	0.8250428816466552
111	0.913264041023229	0.8937461191277236	0.8492822966507177	0.8474678739138992	0.849290780141844	0.8216123499142367	0.696424042607152	0.8216123499142367
112	0.9145421825032657	0.8995536382285009	0.8500797448165869	0.8490003655484633	0.8422876949740035	0.8336192109777015	0.6984721010720617	0.8336192109777015
113	0.9128460887592568	0.8869707654578848	0.8429027113237639	0.8420690043022243	0.8316151202749141	0.8301886792452831	0.6842149666751034	0.8301886792452831
114	0.9151416308574027	0.8964179670011634	0.8405103668261563	0.8388212468014509	0.8377425044091711	0.8147512864493996	0.6788641933575594	0.8147512864493996
115	0.9122095743021987	0.8916537453092971	0.8389154704944178	0.8383432218879172	0.8245315161839863	0.8301886792452831	0.6763821355293853	0.8301886792452831
116	0.9096226159466044	0.8903345659996824	0.8349282296650717	0.8352922981750697	0.8112582781456954	0.8404802744425386	0.6690044042976968	0.8404802744425386
117	0.9172173326209825	0.8990821804242137	0.84688995215311	0.8441076399628828	0.8574040219378428	0.8044596912521441	0.6910132979474293	0.8044596912521441
118	0.9127310560260536	0.8911792172929793	0.8381180223285486	0.8347861541489751	0.8531598513011153	0.7873070325900514	0.6729785490207162	0.7873070325900514
119	0.9168977972509734	0.8975200160646841	0.8437001594896332	0.8429266372353288	0.8319039451114922	0.8319039451114922	0.6858532744706577	0.8319039451114922
120	0.9150572735197204	0.8969786646960086	0.8460925039872408	0.8445997244326969	0.8421052631578947	0.823327615780446	0.6902086677367576	0.823327615780446
121	0.9144514344581831	0.8928031570492814	0.8381180223285486	0.8350111070494615	0.8505535055350554	0.79073756432247	0.6731263595016808	0.79073756432247
122	0.9092404516440735	0.8883284909358251	0.8309409888357256	0.8302167983578438	0.8170940170940171	0.8198970840480274	0.660285063675466	0.8198970840480274
123	0.9126275265661707	0.8917429208379974	0.8500797448165869	0.8485504597474904	0.8471001757469244	0.8267581475128645	0.6982003548596052	0.8267581475128645
124	0.9104879177285892	0.8928228088227699	0.8381180223285486	0.83669825380311	0.8321678321678322	0.8164665523156089	0.6742306934316844	0.8164665523156089
125	0.9119334957425108	0.8926107541325815	0.8429027113237639	0.8425189101031971	0.8271186440677966	0.8370497427101201	0.6844988901688629	0.8370497427101201
126	0.9126147451513704	0.8927099292247059	0.8333333333333334	0.829977785901077	0.8475836431226765	0.7821612349914236	0.6633128903710822	0.7821612349914236
127	0.9141178395318934	0.8981330771572481	0.8484848484848485	0.8490847228861457	0.8237232289950577	0.8576329331046312	0.6962898566981688	0.8576329331046312
128	0.9150547172367604	0.8954586822726331	0.8349282296650717	0.8364170626775018	0.8012820512820513	0.8576329331046312	0.6697455705768747	0.8576329331046312
129	0.9167955459325703	0.897197822210651	0.84688995215311	0.8441076399628828	0.8574040219378428	0.8044596912521441	0.6910132979474293	0.8044596912521441
130	0.9136986091264414	0.8908009884252177	0.8413078149920256	0.8401287855355285	0.8333333333333334	0.823327615780446	0.6807935837906289	0.823327615780446
131	0.9158535556617833	0.899138737661649	0.8429027113237639	0.8417315749514945	0.8350694444444444	0.8250428816466552	0.6840016884761503	0.8250428816466552
132	0.9154087624267305	0.8953232708979795	0.8444976076555024	0.8446840817703793	0.8233333333333334	0.8473413379073756	0.6880525385198282	0.8473413379073756
133	0.9151863658092041	0.8931344857584249	0.8444976076555024	0.8433343643674606	0.8368055555555556	0.8267581475128645	0.6872097931616716	0.8267581475128645
134	0.9180506808659663	0.8961874218290151	0.8460925039872408	0.8467367769873183	0.8207236842105263	0.855917667238422	0.6915290356952584	0.855917667238422
135	0.9113902856134951	0.8895015304949243	0.8421052631578947	0.8435733768242274	0.8089887640449438	0.8644939965694682	0.6840690871427372	0.8644939965694682
136	0.9165514209098833	0.896284613562506	0.8460925039872408	0.8456120124848859	0.8316326530612245	0.8387650085763293	0.6908355113396847	0.8387650085763293
137	0.9121316076719164	0.8934022873167475	0.8444976076555024	0.8432218879172173	0.837979094076655	0.8250428816466552	0.6871393587975343	0.8250428816466552
138	0.9131055514797045	0.8916590215529865	0.84688995215311	0.846694598318477	0.8296795952782462	0.8439108061749572	0.6926101733000029	0.8439108061749572
139	0.9146866124905096	0.8967139578108579	0.8429027113237639	0.8407192868993054	0.8458781362007168	0.8096054888507719	0.6833601218171051	0.8096054888507719
140	0.9145332355129054	0.8887798925689943	0.8492822966507177	0.8500548322694936	0.8229508196721311	0.8610634648370498	0.6979899638361694	0.8610634648370498
141	0.9102680773940228	0.8874637262365844	0.8389154704944178	0.8386806512386469	0.821247892074199	0.8353344768439108	0.6766002864927113	0.8353344768439108
142	0.9054558747216848	0.88237526823649	0.8365231259968102	0.8353204172876304	0.828125	0.8181818181818182	0.671169269734065	0.8181818181818182
143	0.9114618615363771	0.8874039606210318	0.8389154704944178	0.8394679863903496	0.8138385502471169	0.8473413379073756	0.6771081634370004	0.8473413379073756
144	0.9147441288571115	0.8934172180382265	0.8460925039872408	0.847074206338048	0.8175895765472313	0.8610634648370498	0.6917364866758203	0.8610634648370498
145	0.91121262394777	0.8864228370737706	0.8405103668261563	0.8406208700053426	0.8196994991652755	0.8421955403087479	0.6800179639037809	0.8421955403087479
146	0.9159302441505854	0.8960640631260149	0.8437001594896332	0.8447262604392205	0.8146341463414634	0.8593481989708405	0.686979910901908	0.8593481989708405
147	0.9183088654449338	0.8995333013835427	0.8460925039872408	0.8465118240868318	0.8228476821192053	0.8524871355060034	0.691390579852442	0.8524871355060034
148	0.9168632874310123	0.8980625533443458	0.8444976076555024	0.8444591288698928	0.825503355704698	0.8439108061749572	0.6879123964621648	0.8439108061749572
149	0.9153844777386098	0.8954959468934933	0.8500797448165869	0.8505750358518684	0.8264462809917356	0.8576329331046312	0.6994193711256347	0.8576329331046312
150	0.9154828946325727	0.8950461396546243	0.8444976076555024	0.8451339875713523	0.819078947368421	0.8542024013722127	0.6883324453915822	0.8542024013722127
151	0.9123003223472812	0.8951933635038098	0.8413078149920256	0.8412535500379608	0.8221476510067114	0.8404802744425386	0.6815105994665169	0.8404802744425386
152	0.9140437073260513	0.8946285695707099	0.835725677830941	0.8369372662598769	0.8045234248788369	0.8542024013722127	0.6711569160108661	0.8542024013722127
153	0.9148860025613955	0.8925591933573109	0.84688995215311	0.8478193628209094	0.8189233278955954	0.8610634648370498	0.6932993302132668	0.8610634648370498
154	0.9162369981057943	0.8954484566883242	0.8421052631578947	0.8432359474734977	0.8119935170178282	0.8593481989708405	0.683856690663604	0.8593481989708405
155	0.9170498960870977	0.8969307841812507	0.8500797448165869	0.8510249416528415	0.8221859706362153	0.8644939965694682	0.6996889275004905	0.8644939965694682
156	0.9152604980150463	0.8940014684793869	0.8421052631578947	0.843348423923741	0.8109854604200323	0.8610634648370498	0.6839275212143276	0.8610634648370498
157	0.9122977660643212	0.8892153134693761	0.8373205741626795	0.8368529089221944	0.8217317487266553	0.8301886792452831	0.6732514682327817	0.8301886792452831
158	0.9119347738839907	0.8914416052087646	0.8421052631578947	0.8398616539662008	0.8456014362657092	0.8078902229845626	0.6817169124904819	0.8078902229845626
159	0.9184162293292568	0.8963453537430239	0.8516746411483254	0.850940584315159	0.8404802744425386	0.8404802744425386	0.701881168630318	0.8404802744425386
160	0.9135784638273179	0.8897703589308065	0.8492822966507177	0.8482552090656019	0.8408304498269896	0.8336192109777015	0.6969023436400978	0.8336192109777015
161	0.919355663317084	0.8947143128658632	0.8548644338118022	0.8544835924978208	0.8404074702886248	0.8490566037735849	0.7084890549919916	0.8490566037735849
162	0.9154867290570127	0.8895141507930502	0.8476874003189793	0.846764896099879	0.8379310344827586	0.8336192109777015	0.6937638884982138	0.8336192109777015
163	0.9162421106717145	0.8938528183192228	0.8437001594896332	0.8438264488372746	0.8230383973288815	0.8456260720411664	0.6864176046257051	0.8456260720411664
164	0.9190169558248743	0.8954762979707397	0.8508771929824561	0.8513201923347299	0.8278145695364238	0.8576329331046312	0.7009846550901899	0.8576329331046312
165	0.9187932810658676	0.8948949821125269	0.8484848484848485	0.8486348170851727	0.8280467445742905	0.8507718696397941	0.6960170657085918	0.8507718696397941
166	0.9165309706462028	0.8915718737520179	0.8476874003189793	0.8472148019008521	0.8333333333333334	0.8404802744425386	0.6940392884242476	0.8404802744425386
167	0.9167891552251702	0.8903705083880331	0.8476874003189793	0.848676995754014	0.8192182410423453	0.8627787307032591	0.6949309272284026	0.8627787307032591
168	0.9144003087989816	0.8913909133310863	0.8301435406698564	0.8275595422208475	0.8351449275362319	0.79073756432247	0.6574113265046981	0.79073756432247
169	0.9171585381129008	0.8956277410804283	0.8476874003189793	0.8475522312515817	0.82996632996633	0.8456260720411664	0.694245513522622	0.8456260720411664
170	0.9153729744652895	0.8946656441070034	0.8397129186602871	0.8417878131766161	0.8012618296529969	0.8713550600343053	0.6796767970475578	0.8713550600343053
171	0.9155391328576942	0.894664621139657	0.8484848484848485	0.8491971993363889	0.8226600985221675	0.8593481989708405	0.6963579779628228	0.8593481989708405
172	0.917269736421664	0.8993147930161223	0.8437001594896332	0.8431515901358153	0.8296422487223168	0.8353344768439108	0.6859945473453442	0.8353344768439108
173	0.9160069326393877	0.8951256037982114	0.8484848484848485	0.8497595815876051	0.8174474959612278	0.8679245283018868	0.6966981264177892	0.8679245283018868
174	0.9173694314571068	0.8986129564363191	0.8437001594896332	0.8442763546382477	0.8187808896210873	0.8524871355060034	0.6866990100675846	0.8524871355060034
175	0.9202107399672285	0.9008601596990434	0.8484848484848485	0.8478474819334701	0.8358974358974359	0.8387650085763293	0.695538500463861	0.8387650085763293
176	0.9154164312756108	0.8921844781354156	0.8532695374800638	0.8531057559823412	0.836424957841484	0.8507718696397941	0.7054180827458361	0.8507718696397941
177	0.9188955323842707	0.8984263134770388	0.8452950558213717	0.8472288614571324	0.8082408874801902	0.8747855917667239	0.6907285694308488	0.8747855917667239
178	0.9168262213280913	0.8946875007541158	0.8437001594896332	0.8423642549841127	0.837696335078534	0.823327615780446	0.6854995355122033	0.823327615780446
179	0.9132908819943096	0.8921418179958881	0.8349282296650717	0.8332677220706914	0.8309859154929577	0.8096054888507719	0.6676618877277977	0.8096054888507719
180	0.9157219070893396	0.8964842755438571	0.8397129186602871	0.8407755251244271	0.810064935064935	0.855917667238422	0.6790306765653453	0.855917667238422
181	0.9205264409127977	0.9009509612776359	0.8476874003189793	0.8478896606023114	0.8266666666666667	0.8507718696397941	0.694451460806601	0.8507718696397941
182	0.9193825042881647	0.8983334708659615	0.8556618819776715	0.8566909428338442	0.8273615635179153	0.8713550600343053	0.7109031299913133	0.8713550600343053
183	0.9208127446043257	0.9017559731320746	0.8524720893141946	0.8525855523999663	0.8327759197324415	0.8542024013722127	0.7039833815231733	0.8542024013722127
184	0.919883535748339	0.9011784402341462	0.8476874003189793	0.8491269015549869	0.815112540192926	0.869639794168096	0.6952042330412386	0.869639794168096
185	0.9164760105625611	0.8960219419817478	0.8476874003189793	0.8482270899530411	0.8234323432343235	0.855917667238422	0.6946571308371897	0.855917667238422
186	0.918348487830815	0.8973971665631225	0.8508771929824561	0.8513201923347299	0.8278145695364238	0.8576329331046312	0.7009846550901899	0.8576329331046312
187	0.9173937161452275	0.8958179938067519	0.8516746411483254	0.8516154430166183	0.8336134453781513	0.8507718696397941	0.7022830024430653	0.8507718696397941
188	0.9187395991237062	0.8978345543514881	0.8500797448165869	0.8501251300508956	0.830820770519263	0.8507718696397941	0.6991493304135434	0.8507718696397941
189	0.9175164177273112	0.8971662843734969	0.8484848484848485	0.8475100525827405	0.8393782383419689	0.8336192109777015	0.6953329394885644	0.8336192109777015
